distance_nm,wind_speed_kts,wind_direction_deg,aircraft_heading_deg,altitude_ft,headwind_kts,crosswind_kts,ground_speed_kts,fuel_kg,time_min,co2_kg
366.95,37.39,180.41,57.62,39000,-20.3,31.4,480.3,1932.3,45.8,6105.9
916.0,131.41,283.79,46.54,37000,-71.1,110.5,531.1,4273.6,103.5,13504.7
1493.32,103.33,314.25,187.39,41000,-62.0,82.7,522.0,7164.1,171.7,22638.5
2362.42,33.42,26.27,164.98,35000,-25.1,22.1,485.1,12212.9,292.2,38592.8
790.92,110.27,56.29,221.29,31000,-106.5,28.5,566.5,3390.0,83.8,10712.4
274.34,105.58,141.4,298.88,29000,-97.5,40.4,557.5,1196.1,29.5,3779.5
1080.92,1.71,115.36,319.34,31000,-1.6,0.7,461.6,5888.0,140.5,18605.9
1229.3,47.03,230.26,35.85,39000,-45.5,11.7,505.5,6098.1,145.9,19270.0
137.9,111.67,172.95,284.45,35000,-40.9,103.9,500.9,686.8,16.5,2170.3
100.23,21.99,2.81,98.79,37000,-2.3,21.9,462.3,549.6,13.0,1736.6
252.38,100.31,94.55,94.25,37000,100.3,0.5,359.7,1838.0,42.1,5808.2
449.16,97.2,28.96,325.97,29000,44.1,86.6,415.9,2750.6,64.8,8691.9
1291.72,121.22,282.22,236.88,29000,85.2,86.2,374.8,8892.4,206.8,28100.1
207.01,16.25,39.19,170.32,41000,-10.7,12.2,470.7,1120.1,26.4,3539.6
348.25,125.49,259.36,115.24,35000,-101.7,73.6,561.7,1515.8,37.2,4789.9
409.31,57.73,179.25,140.61,33000,45.1,36.0,414.9,2524.1,59.2,7976.0
2026.08,120.98,313.17,233.55,35000,21.8,119.0,438.2,11774.3,277.4,37206.7
109.65,97.9,2.66,25.46,41000,90.3,37.9,369.7,780.2,17.8,2465.5
2221.75,60.55,110.51,270.66,33000,-57.0,20.6,517.0,10635.7,257.9,33608.8
162.93,3.7,271.69,338.24,31000,1.5,3.4,458.5,894.3,21.3,2826.0
249.2,140.88,110.9,352.23,35000,-67.6,123.6,527.6,1168.0,28.3,3690.9
2246.93,31.95,150.66,313.61,39000,-30.5,9.4,490.5,11544.1,274.8,36479.5
83.69,40.15,347.18,308.18,39000,31.2,25.3,428.8,501.9,11.7,1586.0
890.45,54.08,260.72,326.33,39000,22.3,49.3,437.7,5216.9,122.1,16485.5
249.43,43.41,47.2,245.22,41000,-41.3,13.4,501.3,1254.6,29.9,3964.6
2354.98,146.97,262.67,29.96,41000,-89.0,116.9,549.0,10644.0,257.4,33635.2
575.8,54.26,205.86,172.78,33000,45.5,29.6,414.5,3554.4,83.3,11231.9
368.11,95.78,331.32,57.09,35000,7.1,95.5,452.9,2059.7,48.8,6508.7
126.86,55.82,166.29,280.04,29000,-22.5,51.1,482.5,655.3,15.8,2070.6
388.34,106.84,123.86,338.37,39000,-88.0,60.5,548.0,1752.0,42.5,5536.4
789.03,81.6,187.55,80.23,33000,-24.3,77.9,484.3,4075.7,97.8,12879.3
732.18,35.35,96.84,60.05,35000,28.3,21.2,431.7,4328.2,101.8,13677.1
380.08,30.43,116.55,238.06,35000,-15.9,25.9,475.9,2009.0,47.9,6348.3
1271.2,109.01,271.87,65.22,31000,-97.4,48.9,557.4,5554.3,136.8,17551.4
226.14,65.51,239.55,298.47,41000,33.8,56.1,426.2,1371.1,31.8,4332.7
90.3,30.88,209.92,97.07,37000,-12.0,28.5,472.0,483.4,11.5,1527.5
549.41,80.62,319.64,279.2,37000,61.4,52.3,398.6,3565.9,82.7,11268.3
872.39,43.13,78.92,31.15,41000,29.0,31.9,431.0,5222.0,121.4,16501.4
1001.11,43.18,244.66,260.26,33000,41.6,11.6,418.4,6115.0,143.6,19323.4
444.26,34.2,49.85,282.96,37000,-20.5,27.4,480.5,2329.4,55.5,7360.9
701.91,13.98,30.47,322.09,39000,5.2,13.0,454.8,3935.0,92.6,12434.6
907.75,42.79,7.74,91.97,33000,4.3,42.6,455.7,5029.9,119.5,15894.5
752.47,136.95,354.71,8.86,39000,132.8,33.5,327.2,6107.7,138.0,19300.5
185.16,139.19,57.65,184.46,35000,-83.4,111.4,543.4,838.1,20.4,2648.5
791.43,38.02,29.91,32.11,41000,38.0,1.5,422.0,4852.4,112.5,15333.7
331.16,92.77,142.84,58.69,41000,9.5,92.3,450.5,1884.4,44.1,5954.6
301.23,25.11,329.47,268.05,37000,12.0,22.0,448.0,1712.3,40.3,5410.9
300.55,38.68,160.18,24.92,39000,-27.5,27.2,487.5,1555.5,37.0,4915.2
1631.19,148.1,103.63,92.36,37000,145.2,29.0,314.8,13768.0,310.9,43506.8
268.98,142.11,138.5,44.34,31000,-10.3,141.7,470.3,1433.8,34.3,4530.9
144.38,132.89,173.01,70.43,41000,-28.9,129.7,488.9,747.6,17.7,2362.4
1069.78,58.93,191.41,215.71,37000,53.7,24.3,406.3,6795.8,158.0,21474.6
179.23,114.76,170.14,100.96,31000,40.8,107.3,419.2,1089.8,25.7,3443.7
768.8,89.65,40.16,67.89,41000,79.4,41.7,380.6,5295.6,121.2,16734.0
2255.12,42.37,164.17,300.07,41000,-30.4,29.5,490.4,11635.6,275.9,36768.6
417.02,99.46,100.41,141.91,35000,74.5,65.9,385.5,2801.6,64.9,8853.2
742.6,69.25,91.84,36.44,31000,39.3,57.0,420.7,4497.4,105.9,14211.7
98.5,145.98,214.9,196.47,37000,138.5,46.2,321.5,812.2,18.4,2566.6
1719.09,20.65,116.21,113.03,37000,20.6,1.1,439.4,9991.3,234.8,31572.4
1275.41,42.62,246.16,20.33,31000,-29.7,30.6,489.7,6488.2,156.3,20502.8
1185.09,51.57,163.3,59.28,39000,-12.5,50.0,472.5,6359.0,150.5,20094.5
682.76,87.46,257.52,108.44,33000,-75.0,44.9,535.0,3139.0,76.6,9919.4
95.35,31.62,262.01,260.73,31000,31.6,0.7,428.4,565.7,13.4,1787.5
557.39,103.72,101.41,348.8,29000,-39.9,95.8,499.9,2763.0,66.9,8731.0
2087.75,68.39,117.09,294.45,31000,-68.3,3.1,528.3,9719.2,237.1,30712.6
556.62,85.84,342.49,60.2,31000,18.3,83.9,441.7,3188.6,75.6,10076.1
179.66,5.49,77.33,8.52,31000,2.0,5.1,458.0,987.4,23.5,3120.0
116.86,87.09,93.1,165.93,35000,25.7,83.2,434.3,686.1,16.1,2168.0
219.02,64.47,172.36,19.47,41000,-57.4,29.4,517.4,1061.7,25.4,3354.8
223.41,40.86,185.61,35.58,33000,-35.4,20.4,495.4,1124.0,27.1,3551.9
95.14,147.47,101.61,97.46,31000,147.1,10.7,312.9,801.5,18.2,2532.8
1713.58,63.65,335.06,97.17,39000,-33.8,53.9,493.8,8735.9,208.2,27605.6
105.09,13.16,161.63,167.89,29000,13.1,1.4,446.9,592.9,14.1,1873.5
158.9,57.61,232.63,275.08,29000,42.5,38.9,417.5,968.8,22.8,3061.3
373.05,65.6,288.37,256.89,41000,55.9,34.3,404.1,2402.7,55.4,7592.6
187.1,98.78,50.23,195.17,39000,-80.9,56.8,540.9,857.4,20.8,2709.4
142.56,11.49,31.39,355.51,35000,9.3,6.7,450.7,802.3,19.0,2535.1
2299.29,133.14,0.81,6.16,29000,132.6,12.4,327.4,18390.8,421.3,58114.8
132.32,92.94,268.74,110.63,37000,-86.2,34.7,546.2,597.2,14.5,1887.0
222.92,38.61,253.55,147.04,37000,-11.0,37.0,471.0,1196.3,28.4,3780.3
1965.55,145.13,171.82,256.66,33000,13.0,144.5,447.0,11136.1,263.9,35189.9
633.89,15.59,49.45,60.55,37000,15.3,3.0,444.7,3633.7,85.5,11482.6
492.11,122.85,14.27,245.76,35000,-76.5,96.1,536.5,2261.4,55.0,7146.2
132.59,94.26,331.41,280.94,39000,60.0,72.7,400.0,860.3,19.9,2718.6
655.87,17.87,1.55,16.17,29000,17.3,4.5,442.7,3740.3,88.9,11819.3
580.67,114.74,271.8,71.92,41000,-107.9,39.0,567.9,2521.3,61.3,7967.2
2243.97,74.68,29.81,24.04,41000,74.3,7.5,385.7,15229.5,349.1,48125.2
2481.91,74.49,19.1,175.37,31000,-68.2,30.0,528.2,11557.2,281.9,36520.7
216.63,87.39,99.56,336.34,33000,-47.9,73.1,507.9,1058.7,25.6,3345.5
397.59,37.03,66.43,315.11,35000,-13.5,34.5,473.5,2114.0,50.4,6680.3
250.16,26.94,146.51,277.2,33000,-17.6,20.4,477.6,1313.3,31.4,4150.0
262.57,33.01,285.12,232.82,41000,20.2,26.1,439.8,1535.9,35.8,4853.3
1425.02,136.52,318.45,200.33,41000,-64.3,120.4,524.3,6800.1,163.1,21488.4
344.45,140.33,4.83,40.61,41000,113.8,82.1,346.2,2637.6,59.7,8334.7
158.31,77.47,132.81,75.63,29000,42.0,65.1,418.0,963.8,22.7,3045.8
1754.74,3.69,213.18,268.64,29000,2.1,3.0,457.9,9627.0,229.9,30421.3
266.3,56.79,48.82,353.11,39000,32.0,46.9,428.0,1600.4,37.3,5057.2
2479.67,46.8,12.38,325.87,35000,32.2,34.0,427.8,14810.4,347.8,46801.0
125.31,95.22,350.25,255.61,41000,-7.7,94.9,467.7,683.0,16.1,2158.3
463.81,128.22,273.96,145.21,33000,-80.2,100.0,540.2,2108.1,51.5,6661.6
484.2,93.43,255.64,358.72,41000,-21.1,91.0,481.1,2554.3,60.4,8071.5
1129.71,1.5,121.81,44.13,35000,0.3,1.5,459.7,6214.8,147.5,19638.8
568.96,48.69,339.89,159.03,29000,-48.7,0.7,508.7,2763.4,67.1,8732.5
1556.89,54.26,282.84,327.21,31000,38.8,37.9,421.2,9415.4,221.8,29752.7
316.38,114.01,20.43,155.43,37000,-80.6,80.6,540.6,1445.4,35.1,4567.6
136.35,88.94,190.29,342.03,35000,-78.3,42.1,538.3,624.1,15.2,1972.0
2415.36,31.96,56.07,289.78,39000,-18.9,25.8,478.9,12759.5,302.6,40320.2
107.64,23.88,319.96,115.86,39000,-21.8,9.8,481.8,564.7,13.4,1784.3
260.98,69.89,344.09,186.14,29000,-64.8,26.2,524.8,1222.1,29.8,3862.0
2342.36,149.18,64.87,129.64,37000,63.6,134.9,396.4,15299.7,354.5,48347.0
88.77,41.15,171.98,119.58,39000,25.1,32.6,434.9,523.8,12.2,1655.3
286.97,105.71,111.71,41.23,31000,35.3,99.6,424.7,1719.4,40.5,5433.3
1578.73,31.08,239.94,335.4,41000,-3.0,30.9,463.0,8707.2,204.6,27514.6
467.96,144.12,268.76,64.06,39000,-130.9,60.2,590.9,1929.8,47.5,6098.2
113.68,14.11,254.83,309.86,41000,8.1,11.6,451.9,644.6,15.1,2036.9
201.99,51.07,264.64,326.03,35000,24.5,44.8,435.5,1182.0,27.8,3735.1
347.46,23.24,101.11,226.24,39000,-13.4,19.0,473.4,1860.4,44.0,5878.8
545.37,113.47,223.94,287.89,35000,49.8,101.9,410.2,3416.7,79.8,10796.8
1105.62,84.73,269.65,15.26,39000,-22.8,81.6,482.8,5786.3,137.4,18284.8
94.53,84.01,191.55,245.27,31000,49.7,67.7,410.3,589.0,13.8,1861.2
88.15,25.48,124.57,229.26,37000,-6.5,24.6,466.5,478.4,11.3,1511.6
412.97,35.6,112.74,351.19,35000,-18.6,30.3,478.6,2168.4,51.8,6852.1
1025.18,17.45,49.18,136.48,39000,0.8,17.4,459.2,5685.1,134.0,17964.8
2302.94,17.67,341.69,280.19,41000,8.4,15.5,451.6,13070.1,306.0,41301.5
333.73,56.6,34.51,339.47,35000,32.4,46.4,427.6,1994.4,46.8,6302.4
119.94,52.57,289.37,205.4,29000,5.5,52.3,454.5,663.7,15.8,2097.4
824.5,126.64,203.32,147.06,41000,70.3,105.3,389.7,5532.1,127.0,17481.3
417.77,79.67,263.84,264.46,37000,79.7,0.9,380.3,2858.7,65.9,9033.3
210.6,149.29,356.72,232.58,41000,-83.8,123.6,543.8,962.8,23.2,3042.4
1315.7,53.92,192.58,114.26,29000,10.9,52.8,449.1,7381.4,175.8,23325.1
115.82,56.61,132.63,335.75,37000,-52.1,22.2,512.1,564.0,13.6,1782.2
1492.7,52.06,325.93,269.23,31000,28.6,43.5,431.4,8784.8,207.6,27759.9
492.47,78.59,340.8,138.53,29000,-72.7,29.8,532.7,2265.8,55.5,7159.8
1005.17,133.21,15.97,9.83,33000,132.4,14.3,327.6,8071.9,184.1,25507.3
539.0,86.99,331.15,151.25,35000,-87.0,0.2,547.0,2420.9,59.1,7650.1
202.46,100.27,113.62,104.03,39000,98.9,16.7,361.1,1473.2,33.6,4655.3
348.96,94.71,244.75,288.4,33000,68.5,65.4,391.5,2297.9,53.5,7261.5
529.14,120.93,111.28,310.76,33000,-114.0,40.3,574.0,2238.0,55.3,7072.1
1630.08,96.08,18.0,50.36,31000,81.2,51.4,378.8,11110.1,258.2,35107.9
124.41,69.82,316.82,58.45,37000,-14.1,68.4,474.1,662.6,15.7,2093.8
94.28,140.29,332.73,92.77,39000,-70.2,121.4,530.2,442.3,10.7,1397.5
584.31,16.4,123.5,149.41,29000,14.7,7.2,445.3,3310.4,78.7,10460.9
345.8,36.66,3.72,212.56,39000,-32.1,17.7,492.1,1770.1,42.2,5593.4
476.32,111.77,203.47,19.38,29000,-111.5,8.0,571.5,2016.4,50.0,6371.8
762.76,135.42,307.06,283.45,41000,124.1,54.2,335.9,6038.2,136.2,19080.6
687.49,43.8,349.21,331.4,31000,41.7,13.4,418.3,4190.6,98.6,13242.3
1508.06,78.76,213.88,139.95,37000,21.8,75.7,438.2,8791.8,206.5,27782.1
131.8,25.29,244.97,336.62,37000,-0.7,25.3,460.7,725.5,17.2,2292.5
151.42,131.29,24.01,278.5,41000,-35.1,126.5,495.1,772.7,18.3,2441.7
750.4,104.89,85.73,79.77,39000,104.3,10.9,355.7,5553.4,126.6,17548.8
453.1,48.41,138.36,92.25,35000,33.6,34.9,426.4,2716.1,63.8,8582.8
224.01,55.14,341.59,281.76,39000,27.7,47.7,432.3,1331.0,31.1,4206.1
574.66,32.53,132.28,155.65,35000,29.9,12.9,430.1,3411.0,80.2,10778.7
102.05,28.29,84.52,230.37,33000,-23.4,15.9,483.4,528.3,12.7,1669.3
330.89,79.69,292.67,167.94,41000,-45.4,65.5,505.4,1648.5,39.3,5209.3
199.34,125.75,100.36,129.33,35000,110.0,60.9,350.0,1491.8,34.2,4714.2
111.7,2.96,95.08,189.63,29000,-0.2,2.9,460.2,609.2,14.6,1925.2
215.34,24.91,195.32,205.52,35000,24.5,4.4,435.5,1260.4,29.7,3982.7
121.83,109.47,199.11,286.33,33000,5.3,109.3,454.7,676.8,16.1,2138.6
1826.7,16.48,348.53,234.84,35000,-6.6,15.1,466.6,9877.2,234.9,31211.8
336.25,48.57,256.04,91.73,31000,-46.8,13.1,506.8,1643.7,39.8,5194.0
673.58,113.74,56.05,84.41,41000,100.1,54.0,359.9,4939.4,112.3,15608.4
144.45,110.12,166.67,325.02,35000,-102.3,40.6,562.3,627.8,15.4,1983.9
277.8,61.57,140.29,260.13,31000,-30.6,53.4,490.6,1410.1,34.0,4455.8
194.75,0.12,119.33,129.43,29000,0.1,0.0,459.9,1063.2,25.4,3359.6
157.71,55.18,190.24,193.77,35000,55.1,3.4,404.9,1002.5,23.4,3168.0
1392.85,118.85,321.47,171.74,29000,-102.6,59.9,562.6,6006.9,148.5,18981.7
288.27,76.84,59.54,5.89,39000,45.5,61.9,414.5,1796.9,41.7,5678.2
777.59,59.58,320.61,116.71,35000,-54.5,24.1,514.5,3753.8,90.7,11862.0
191.81,71.44,127.12,260.28,29000,-48.9,52.1,508.9,931.2,22.6,2942.6
121.93,19.73,200.06,14.68,35000,-19.6,1.8,479.6,638.6,15.3,2018.1
324.59,145.69,180.28,33.12,35000,-122.4,79.0,582.4,1353.0,33.4,4275.3
173.95,128.17,58.9,20.11,31000,99.9,80.3,360.1,1254.8,29.0,3965.0
354.83,102.55,232.77,82.42,31000,-89.1,50.7,549.1,1578.2,38.8,4987.2
193.41,95.95,124.93,194.11,31000,34.1,89.7,425.9,1155.1,27.2,3650.1
1315.01,126.15,28.82,272.5,35000,-55.9,113.1,515.9,6327.2,152.9,19993.8
149.22,47.34,130.16,181.02,37000,29.9,36.7,430.1,888.6,20.8,2807.8
268.81,102.5,127.7,267.2,41000,-77.9,66.6,537.9,1244.7,30.0,3933.1
101.01,32.04,192.56,189.52,35000,32.0,1.7,428.0,602.9,14.2,1905.3
193.69,142.69,198.97,346.5,41000,-120.4,76.6,580.4,819.5,20.0,2589.5
2139.43,25.6,117.05,97.04,31000,24.1,8.8,435.9,12441.8,294.5,39316.1
87.96,23.54,191.6,98.64,37000,-1.2,23.5,461.2,483.6,11.4,1528.2
405.5,26.09,0.33,143.43,39000,-20.9,15.7,480.9,2132.1,50.6,6737.4
1644.82,23.86,232.69,312.37,41000,4.3,23.5,455.7,9237.3,216.6,29189.9
289.38,92.87,28.08,323.28,29000,39.5,84.0,420.5,1750.2,41.3,5530.5
638.01,15.74,264.42,210.93,35000,9.4,12.6,450.6,3590.8,84.9,11347.1
1797.55,144.54,5.5,303.42,37000,67.7,127.7,392.3,11878.5,274.9,37536.2
769.85,50.96,119.85,71.26,41000,33.7,38.2,426.3,4666.3,108.4,14745.6
616.68,27.03,83.83,354.66,37000,0.4,27.0,459.6,3403.9,80.5,10756.3
2101.18,132.17,133.0,133.92,39000,132.1,2.1,327.9,17018.1,384.5,53777.2
115.02,57.95,177.72,348.18,29000,-57.2,9.6,517.2,547.9,13.3,1731.5
214.69,57.81,137.04,182.78,39000,40.3,41.4,419.7,1319.5,30.7,4169.5
2190.4,50.44,289.8,53.03,39000,-27.6,42.2,487.6,11331.6,269.5,35807.9
167.55,149.66,149.24,58.44,37000,-2.1,149.6,462.1,919.2,21.8,2904.6
1196.02,86.52,193.08,162.43,41000,74.4,44.1,385.6,8120.4,186.1,25660.3
221.54,26.31,245.37,347.96,29000,-5.7,25.7,465.7,1192.0,28.5,3766.7
409.9,6.2,55.1,54.28,31000,6.2,0.1,453.8,2276.7,54.2,7194.5
119.24,136.09,113.61,100.22,37000,132.4,31.5,327.6,963.1,21.8,3043.5
940.33,118.02,185.11,263.7,39000,23.4,115.7,436.6,5523.9,129.2,17455.5
242.09,42.26,321.53,150.6,39000,-41.7,6.7,501.7,1211.6,29.0,3828.6
784.75,48.76,219.68,139.42,31000,8.3,48.1,451.7,4381.6,104.2,13845.9
1115.12,122.13,11.29,85.02,31000,34.2,117.2,425.8,6661.9,157.1,21051.5
103.27,36.43,80.5,100.49,41000,34.2,12.5,425.8,626.8,14.6,1980.8
356.19,65.11,35.64,198.47,41000,-62.2,19.2,522.2,1707.9,40.9,5396.9
814.96,37.29,150.35,164.13,35000,36.2,8.9,423.8,4920.0,115.4,15547.2
1900.43,116.57,339.08,279.1,37000,58.3,100.9,401.7,12229.3,283.9,38644.6
393.43,134.06,176.27,104.03,39000,40.9,127.7,419.1,2421.5,56.3,7652.0
187.14,130.33,24.24,128.69,39000,-32.5,126.2,492.5,957.0,22.8,3024.2
343.75,61.77,346.26,17.68,37000,52.7,32.2,407.3,2177.7,50.6,6881.5
395.07,18.43,281.72,136.81,41000,-15.1,10.6,475.1,2114.9,49.9,6683.2
718.18,133.42,336.55,194.19,41000,-105.6,81.5,565.6,3133.2,76.2,9900.9
279.89,146.81,175.49,139.56,29000,118.9,86.1,341.1,2139.8,49.2,6761.7
106.35,100.25,291.06,100.41,39000,-98.5,18.5,558.5,469.2,11.4,1482.6
597.98,88.11,1.91,92.76,39000,-1.3,88.1,461.3,3298.6,77.8,10423.5
271.94,44.12,339.33,316.29,31000,40.6,17.3,419.4,1652.6,38.9,5222.3
2193.6,114.69,106.97,243.7,37000,-83.5,78.6,543.5,9958.8,242.2,31469.9
1301.07,19.45,124.09,145.48,41000,18.1,7.1,441.9,7569.5,176.7,23919.7
413.34,68.8,148.83,88.06,31000,33.6,60.0,426.4,2465.2,58.2,7790.0
949.59,129.74,227.15,229.74,35000,129.6,5.9,330.4,7574.4,172.4,23935.0
95.73,94.44,111.37,128.26,37000,90.4,27.4,369.6,676.3,15.5,2137.2
1951.7,149.4,92.4,286.73,33000,-144.7,37.0,604.7,7753.6,193.6,24501.3
522.14,85.47,18.07,118.98,39000,-16.2,83.9,476.2,2776.7,65.8,8774.3
106.43,125.66,241.9,349.71,35000,-38.4,119.6,498.4,533.1,12.8,1684.8
340.24,114.98,15.21,181.14,35000,-111.5,27.9,571.5,1450.5,35.7,4583.6
594.0,52.83,235.74,270.93,31000,43.2,30.4,416.8,3635.2,85.5,11487.4
1386.97,107.38,70.49,282.61,39000,-90.9,57.1,550.9,6218.5,151.0,19650.6
1143.89,142.89,149.21,129.55,37000,134.6,48.1,325.4,9307.1,210.9,29410.4
873.7,134.85,193.56,210.6,31000,128.9,39.5,331.1,6917.5,158.3,21859.2
1274.48,32.22,306.82,299.35,37000,31.9,4.2,428.1,7631.0,178.6,24113.9
430.93,80.19,29.95,216.2,39000,-79.7,8.7,539.7,1979.7,47.9,6255.8
163.59,85.67,79.86,69.02,41000,84.1,16.1,375.9,1142.9,26.1,3611.7
1793.09,149.02,332.15,227.33,37000,-38.1,144.1,498.1,9017.8,216.0,28496.2
110.14,43.52,307.37,32.83,35000,3.4,43.4,456.6,610.7,14.5,1929.7
133.32,116.33,181.77,179.25,33000,116.2,5.1,343.8,1014.9,23.3,3207.1
656.98,135.38,196.5,32.16,31000,-130.4,36.5,590.4,2680.4,66.8,8470.2
462.4,96.49,169.9,35.79,35000,-67.2,69.3,527.2,2169.4,52.6,6855.2
579.47,1.98,274.62,99.69,29000,-2.0,0.2,462.0,3147.0,75.3,9944.4
193.31,91.81,54.16,67.61,31000,89.3,21.3,370.7,1349.9,31.3,4265.8
248.59,75.72,41.96,315.18,35000,4.3,75.6,455.7,1381.2,32.7,4364.5
539.13,18.48,240.71,336.68,37000,-1.9,18.4,461.9,2958.7,70.0,9349.6
173.95,113.94,99.94,67.33,37000,96.0,61.4,364.0,1250.1,28.7,3950.2
770.16,38.87,328.36,229.76,39000,-5.8,38.4,465.8,4200.9,99.2,13275.0
856.29,18.65,305.22,37.16,31000,-0.6,18.6,460.6,4675.2,111.5,14773.7
1406.98,138.7,129.0,97.46,37000,118.2,72.5,341.8,10844.7,247.0,34269.3
1606.36,132.9,149.33,291.53,29000,-105.0,81.5,565.0,6893.1,170.6,21782.1
664.64,76.32,118.3,209.56,37000,-1.7,76.3,461.7,3649.8,86.4,11533.3
87.43,17.94,99.03,62.83,29000,14.5,10.6,445.5,495.0,11.8,1564.2
80.36,40.74,108.09,239.12,33000,-26.7,30.7,486.7,412.7,9.9,1304.0
1218.51,140.18,112.25,6.19,39000,-38.8,134.7,498.8,6140.4,146.6,19403.8
94.78,17.82,20.74,72.8,33000,11.0,14.1,449.0,534.1,12.7,1687.9
181.39,96.57,23.4,64.42,31000,72.9,63.4,387.1,1206.6,28.1,3813.0
179.12,7.73,327.81,29.02,29000,3.7,6.8,456.3,986.8,23.6,3118.1
288.26,3.76,177.68,339.54,33000,-3.6,1.2,463.6,1566.1,37.3,4948.9
654.42,30.84,277.17,162.71,31000,-12.8,28.1,472.8,3467.6,83.1,10957.5
380.7,3.42,118.57,311.42,39000,-3.3,0.8,463.3,2089.3,49.3,6602.3
665.26,144.25,42.79,339.5,33000,64.8,128.9,395.2,4334.6,101.0,13697.2
389.07,111.86,0.44,211.1,33000,-96.2,57.0,556.2,1708.4,42.0,5398.6
248.39,97.53,36.37,159.83,35000,-53.8,81.4,513.8,1201.0,29.0,3795.1
379.23,21.46,197.54,315.49,33000,-10.1,19.0,470.1,2027.6,48.4,6407.3
139.13,20.5,129.88,181.7,37000,12.7,16.1,447.3,792.2,18.7,2503.3
238.69,22.97,88.12,145.47,29000,12.4,19.3,447.6,1344.1,32.0,4247.5
1693.38,5.54,171.69,166.65,35000,5.5,0.5,454.5,9438.2,223.6,29824.6
151.48,128.08,228.85,189.39,31000,98.9,81.4,361.1,1089.2,25.2,3441.9
97.55,32.63,357.09,13.76,39000,31.3,9.4,428.7,585.1,13.7,1849.0
305.98,27.7,112.7,17.96,35000,-2.3,27.6,462.3,1672.4,39.7,5284.7
273.46,126.07,52.25,134.68,29000,16.6,125.0,443.4,1556.7,37.0,4919.3
1175.14,116.34,128.14,247.51,31000,-57.1,101.4,517.1,5610.8,136.4,17730.3
256.97,141.47,24.36,42.81,29000,134.2,44.8,325.8,2066.8,47.3,6531.1
1018.61,82.07,194.78,71.33,35000,-45.2,68.5,505.2,5022.5,121.0,15871.1
1563.08,122.43,225.47,183.61,37000,91.2,81.7,368.8,11069.9,254.3,34980.9
104.5,55.41,185.34,227.53,33000,41.1,37.2,418.9,637.4,15.0,2014.1
1524.7,84.34,53.06,349.18,35000,37.1,75.7,422.9,9227.5,216.3,29158.8
190.37,86.64,123.86,243.82,31000,-43.3,75.1,503.3,938.1,22.7,2964.3
147.51,45.26,38.44,266.04,31000,-30.5,33.4,490.5,748.9,18.0,2366.7
342.25,15.07,311.74,297.43,37000,14.6,3.7,445.4,1958.4,46.1,6188.7
1584.23,114.8,26.51,266.36,29000,-57.7,99.3,517.7,7538.6,183.6,23821.8
429.51,140.54,189.07,334.74,35000,-116.1,79.3,576.1,1814.0,44.7,5732.1
793.96,97.09,263.9,358.76,35000,-8.2,96.7,468.2,4276.1,101.7,13512.6
2092.7,143.84,91.61,272.49,37000,-143.8,2.2,603.8,8378.8,207.9,26477.1
715.76,85.23,208.38,212.66,33000,85.0,6.4,375.0,4946.0,114.5,15629.4
1839.15,5.5,304.68,311.19,41000,5.5,0.6,454.5,10359.8,242.8,32737.1
102.62,1.12,157.55,280.54,41000,-0.6,0.9,460.6,569.3,13.4,1799.0
140.12,56.66,269.47,69.14,29000,-53.1,19.7,513.1,673.6,16.4,2128.7
2468.69,21.19,350.18,67.9,39000,4.5,20.7,455.5,13817.3,325.2,43662.6
931.33,51.67,56.09,113.9,41000,27.5,43.7,432.5,5553.2,129.2,17548.3
363.26,84.52,57.73,208.29,33000,-73.6,41.5,533.6,1675.4,40.8,5294.2
109.4,43.85,210.17,150.28,33000,22.0,37.9,438.0,634.3,15.0,2004.5
128.22,28.61,125.16,279.14,39000,-25.7,12.6,485.7,666.4,15.8,2105.8
146.83,12.27,308.64,105.18,41000,-11.3,4.9,471.3,793.4,18.7,2507.2
287.2,22.24,58.76,359.32,35000,11.3,19.1,448.7,1624.4,38.4,5133.2
91.4,102.58,285.29,154.89,35000,-66.5,78.1,526.5,429.4,10.4,1357.1
2334.51,65.38,49.66,79.29,31000,56.8,32.3,403.2,14835.7,347.4,46880.9
123.56,41.32,59.26,309.42,31000,-14.0,38.9,474.0,652.7,15.6,2062.6
240.19,10.42,234.47,205.92,35000,9.2,5.0,450.8,1351.1,32.0,4269.6
1926.71,47.39,203.73,195.68,33000,46.9,6.6,413.1,11941.0,279.9,37733.4
581.4,95.62,46.94,48.83,33000,95.6,3.2,364.4,4148.0,95.7,13107.8
680.59,80.97,341.98,55.58,31000,22.9,77.7,437.1,3945.6,93.4,12468.2
147.07,93.63,10.91,260.2,29000,-33.1,87.6,493.1,740.7,17.9,2340.5
921.56,33.1,233.55,35.41,29000,-31.5,10.3,491.5,4659.3,112.5,14723.5
97.63,42.17,348.7,132.8,31000,-34.2,24.7,494.2,491.4,11.9,1553.0
97.8,50.83,181.38,271.69,37000,-0.3,50.8,460.3,538.9,12.7,1703.0
760.06,144.28,7.2,13.4,41000,143.4,15.6,316.6,6423.3,144.1,20297.6
117.05,114.89,196.87,122.71,37000,31.4,110.5,428.6,699.7,16.4,2211.2
143.51,32.02,351.79,132.19,39000,-24.7,20.4,484.7,747.7,17.8,2362.7
401.03,111.41,316.9,267.03,33000,71.8,85.2,388.2,2665.9,62.0,8424.3
2183.08,80.12,87.87,25.82,41000,37.6,70.8,422.4,13369.3,310.1,42247.0
